,zipcode,cost
4765,94618,1090500
4766,46733,75200
4767,50009,141700
4768,60403,143700
4769,7735,208900
4770,34235,168000
4771,58203,103300
4772,1610,91400
4773,28732,179000
4774,2878,230800
4775,94563,1184300
4776,11946,405700
4777,44705,47000
4778,60106,171900
4779,60465,119200
4780,2066,467400
4781,32226,174700
4782,48030,53900
4783,2492,638700
4784,13203,58500
4785,19073,221800
4786,30009,178200
4787,71104,88100
4788,37015,136500
4789,76205,111300
4790,23508,131800
4791,62208,83800
4792,40059,376000
4793,41076,110100
4794,80109,417900
4795,55127,170500
4796,18109,110700
4797,34286,144400
4798,19801,88400
4799,33635,151700
4800,74106,57300
4801,34242,471700
4802,55331,381700
4803,67206,183600
4804,32934,163500
4805,98136,556800
4806,22911,176300
4807,1550,164400
4808,17025,133000
4809,30153,55000
4810,28034,72400
4811,45895,91500
4812,19440,258300
4813,90303,461300
4814,71115,106200
4815,84075,231700
4816,2790,324900
4817,80223,276000
4818,84651,176400
4819,24210,106800
4820,44103,41300
4821,11968,879900
4822,23325,145900
4823,48082,110400
4824,32024,106600
4825,12054,188500
4826,14468,120600
4827,33983,108800
4828,90232,1035000
4829,33316,463400
4830,15025,44000
4831,60805,152600
4832,46816,76500
4833,34473,74100
4834,98408,195800
4835,44089,125000
4836,47501,62900
4837,17070,140600
4838,10509,246500
4839,47960,121600
4840,95135,668500
4841,6820,706400
4842,28387,168200
4843,49010,117100
4844,32097,153400
4845,73010,96400
4846,99201,132200
4847,44132,61200
4848,18902,210100
4849,27546,79500
4850,98686,238600
4851,8260,186000
4852,49008,89700
4853,44505,36700
4854,14615,74000
4855,45419,118100
4856,8505,177800
4857,80305,499900
4858,53714,161200
4859,17019,137600
4860,92411,186000
4861,2370,270600
4862,45410,56600
4863,27317,123100
4864,8872,225700
4865,93907,360100
4866,48098,181800
4867,34714,190700
4868,32829,130100
4869,63084,101900
4870,54017,155700
4871,10603,381300
4872,38108,40800
4873,1742,497900
4874,1913,272500
4875,16301,64500
4876,24572,112400
4877,44706,52600
4878,14420,102000
4879,17512,120300
4880,47172,101900
4881,33778,128200
4882,2081,338600
4883,18013,134800
4884,93103,857500
4885,38107,51700
4886,2747,250200
4887,37210,167300
4888,2190,279200
4889,98282,366500
4890,35071,101900
4891,64064,167500
4892,55435,156200
4893,41091,208600
4894,6385,180500
4895,14305,58900
4896,53115,128000
4897,48386,155300
4898,16508,80400
4899,39773,74600
4900,15218,77900
4901,63074,72900
4902,46992,61100
4903,48342,56300
4904,7834,301800
4905,95602,293400
4906,6804,233300
4907,80121,371100
4908,48879,111300
4909,60304,231000
4910,60585,179400
4911,75209,341700
4912,29302,81200
4913,45504,81000
4914,6518,170100
4915,19512,156400
4916,16323,70700
4917,1247,119700
4918,27344,128700
4919,34996,185500
4920,39204,32400
4921,1904,317800
4922,40212,88800
4923,15666,101500
4924,84104,150500
4925,91723,439500
4926,17033,184200
4927,7461,154200
4928,73142,154300
4929,2865,215000
4930,83716,192500
4931,14559,123600
4932,94579,502600
4933,34736,195300
4934,15012,82800
4935,85118,248100
4936,15501,104000
4937,46011,81600
4938,28036,198800
4939,32609,89800
4940,18302,86900
4941,1060,210600
4942,22305,473100
4943,7070,271500
4944,28801,262100
4945,30901,38800
4946,92501,285000
4947,92029,540000
4948,1075,176100
4949,19602,52700
4950,41075,146000
4951,7094,340400
4952,17401,67700
4953,89027,142200
4954,3063,170200
4955,73129,43200
4956,28574,82600
4957,80620,182900
4958,97232,509000
4959,68124,158800
4960,44907,57000
4961,27856,80400
4962,2035,368600
4963,76111,84500
4964,2719,239700
4965,22551,171500
4966,62035,99000
4967,37771,88400
4968,92082,499700
4969,6515,128900
4970,55391,364800
4971,48072,162200
4972,84005,220600
4973,55309,189600
4974,98942,163500
4975,16502,65300
4976,47720,121200
4977,92887,427200
4978,6468,264000
4979,33605,77000
4980,35473,75100
4981,92625,1451200
4982,6517,157700
4983,91011,1207700
4984,36618,71100
4985,75137,88300
4986,38112,44500
4987,2467,723700
4988,91384,437400
4989,40228,177500
4990,98274,274200
4991,53228,125500
4992,46135,88500
4993,90603,476800
4994,24382,101200
4995,62298,123500
4996,33815,63000
4997,63775,92100
4998,48304,172400
4999,98057,286900
5000,29306,54200
5001,48084,180500
5002,48820,159400
5003,7086,738900
5004,99517,204700
5005,99516,357700
5006,23605,109700
5007,47904,68000
5008,43528,93500
5009,19610,138600
5010,48043,67200
5011,31211,54100
5012,33616,185200
5013,63034,99100
5014,60404,152000
5015,6483,158400
5016,19044,192100
5017,23005,156900
5018,19809,177600
5019,27576,105300
5020,97051,180600
5021,76501,72000
5022,37204,394000
5023,94041,1441600
5024,2459,725600
5025,97210,662400
5026,28075,135600
5027,45377,107900
5028,19703,170100
5029,92014,1076700
5030,98642,322900
5031,2911,179300
5032,98944,124900
5033,16105,90400
5034,46356,136300
5035,65270,51300
5036,12831,173800
5037,47112,92000
5038,64157,216300
5039,14611,61000
5040,33034,91800
5041,73118,95900
5042,34420,74900
5043,13031,121400
5044,7405,265000
5045,19015,125000
5046,47725,137100
5047,33149,861800
5048,81623,427400
5049,50325,177000
5050,34690,81400
5051,49004,82700
5052,54241,71300
5053,6119,173000
5054,45344,94000
5055,48302,132200
5056,85262,425300
5057,1501,209400
5058,92585,228500
5059,35206,46100
5060,36571,71000
5061,48323,206200
5062,33637,94200
5063,32903,221800
5064,94945,603200
5065,80751,97600
5066,8203,243200
5067,44485,37000
5068,63126,162400
5069,78224,93300
5070,90293,660300
5071,12561,222700
5072,15009,142100
5073,55401,327700
5074,6415,177100
5075,45502,104500
5076,2766,250500
5077,60546,222700
5078,1721,334000
5079,22205,702100
5080,15234,124300
5081,96821,997900
5082,44420,48200
5083,7020,555400
5084,64029,142600
5085,45209,214700
5086,2723,189600
5087,96022,173800
5088,32922,57000
5089,79903,80900
5090,14904,57300
5091,8406,207100
5092,13039,109600
5093,22124,277600
5094,60436,102100
5095,46774,81000
5096,60542,156900
5097,55306,175900
5098,78566,58400
5099,96768,568300
5100,75116,106800
5101,80903,208800
5102,23707,118800
5103,50313,83800
5104,60084,135900
5105,6029,177100
5106,95817,306700
5107,76115,68800
5108,13057,102900
5109,11754,380500
5110,29662,119200
5111,45206,167700
5112,67214,70300
5113,15232,268200
5114,20151,239200
5115,33549,174700
5116,75134,73400
5117,30179,75400
5118,38606,67000
5119,91746,409500
5120,2188,328300
5121,98332,433800
5122,20015,889700
5123,92377,341300
5124,20724,238600
5125,12524,230700
5126,99037,202100
5127,92865,351400
5128,28539,90000
5129,54603,84300
5130,19465,233200
5131,8232,67200
5132,93725,111500
5133,33327,304600
5134,46404,43400
5135,96130,113600
5136,8008,451800
5137,45804,56700
5138,2421,723900
5139,16504,74900
5140,27282,102000
5141,33565,139500
5142,45246,109300
5143,53158,145900
5144,90212,1315300
5145,28462,169000
5146,31407,69100
5147,38120,128000
5148,13219,104900
5149,35406,79700
5150,45891,65300
5151,12118,218000
5152,97459,159500
5153,35094,65300
5154,60070,100000
5155,92844,380400
5156,15201,110600
5157,61603,43100
5158,83617,126100
5159,3303,127600
5160,89005,160100
5161,75253,80100
5162,84025,193100
5163,8852,230900
5164,10538,666100
5165,22046,368700
5166,27596,133600
5167,2777,235700
5168,97216,304600
5169,90270,401600
5170,39520,106800
5171,2141,728700
5172,21550,131400
5173,1028,204900
5174,33980,108200
5175,19001,210400
5176,8840,251900
5177,2351,280600
5178,39571,128500
5179,34771,176700
5180,29118,75500
5181,30354,65200
5182,95110,640800
5183,95366,324900
5184,19707,281600
5185,15214,83600
5186,59106,254000
5187,34949,241000
5188,6351,149100
5189,8837,204500
5190,93111,591200
5191,60118,145600
5192,10580,1139900
5193,48341,63800
5194,33305,341700
5195,48324,175400
5196,2664,271200
5197,15226,101400
5198,93280,108300
5199,44425,66400
5200,20816,408100
5201,96021,131800
5202,2019,247100
5203,47111,97700
5204,2806,295100
5205,78404,116800
5206,47167,68900
5207,62249,104300
5208,63005,350900
5209,55346,186000
5210,93013,581400
5211,55108,221900
5212,84111,198900
5213,61102,35200
5214,29624,55700
5215,95330,253800
5216,64024,76800
5217,81507,217800
5218,2067,406400
5219,10567,286200
5220,2359,290700
5221,60131,170200
5222,27370,146800
5223,22963,179100
5224,55371,206900
5225,90305,511600
5226,93110,683500
5227,71129,90200
5228,67205,183800
5229,80517,310100
5230,33315,254500
5231,45229,111600
5232,53718,160800
5233,45432,101800
5234,92075,868100
5235,45403,46000
5236,6897,411200
5237,84045,313400
5238,19054,225500
5239,48051,131500
5240,15229,130200
5241,30317,263200
5242,81521,174400
5243,3055,187300
5244,13104,152900
5245,94105,1573100
5246,32428,83800
5247,2863,181700
5248,33184,175800
5249,63131,270300
5250,63132,82100
5251,86426,138300
5252,91390,379200
5253,46807,54700
5254,1510,232400
5255,2726,245800
5256,33935,85600
5257,60140,154200
5258,33136,221200
5259,10960,385800
5260,22546,163900
5261,76104,57800
5262,60104,132300
5263,10549,486300
5264,55364,203200
5265,46755,82000
5266,97524,277400
5267,44140,166800
5268,64117,86400
5269,22025,333900
5270,29492,172400
5271,47170,69100
5272,96778,169000
5273,27504,105800
5274,94019,850200
5275,91105,894600
5276,94705,1044300
5277,35213,194300
5278,43950,107000
5279,19462,182000
5280,96161,403600
5281,22301,612300
5282,28711,195900
5283,33765,147500
5284,55413,230800
5285,98467,276400
5286,29153,69500
5287,49080,123000
5288,35208,47200
5289,99503,180800
5290,68507,115300
5291,90715,343900
5292,93514,305000
5293,97381,225700
5294,48026,68300
5295,35475,91300
5296,77401,401300
5297,35210,81300
5298,40217,165000
5299,48225,36400
5300,68503,98000
5301,59803,213000
5302,80465,352300
5303,66103,81800
5304,80030,239700
5305,85650,184000
5306,60432,82300
5307,2189,277200
5308,21046,238000
5309,91208,809700
5310,18040,170900
5311,1938,391100
5312,3743,94500
5313,29388,60800
5314,61605,37400
5315,35111,81100
5316,7746,316800
5317,65806,51600
5318,44321,127000
5319,60455,83600
5320,24592,82600
5321,98045,377500
5322,30523,133400
5323,7730,182700
5324,64056,94600
5325,28584,160600
5326,44839,140200
5327,60521,276300
5328,48827,86300
5329,46228,103000
5330,18466,65100
5331,46408,46800
5332,81503,142800
5333,28791,172300
5334,34241,230500
5335,59401,119800
5336,19057,172700
5337,6355,260100
5338,44301,55700
5339,33559,110700
5340,33523,85100
5341,33412,307500
5342,29902,140800
5343,12019,219500
5344,1776,571400
5345,50311,116600
5346,32055,62300
5347,93402,475900
5348,33715,268000
5349,50316,77100
5350,55804,155100
5351,66205,158700
5352,46714,67900
5353,32433,95100
5354,32976,135900
5355,33050,459100
5356,93728,145200
5357,98903,131400
5358,77030,253600
5359,31216,86300
5360,7480,189000
5361,8691,225300
5362,98233,221400
5363,11961,223800
5364,29323,78900
5365,46122,115100
5366,40210,82400
5367,30360,140300
5368,44904,127900
5369,46975,77600
5370,45223,71700
5371,91901,459900
5372,18969,224500
5373,90502,342200
5374,80908,376300
5375,61443,46800
5376,93630,136100
5377,6831,732700
5378,15203,155700
5379,40514,110100
5380,19363,180200
5381,94960,849400
5382,18938,341200
5383,91204,435000
5384,28164,76100
5385,6716,171200
5386,92344,178100
5387,36619,84300
5388,1007,209700
5389,6070,200100
5390,80236,302900
5391,97038,279300
5392,64057,117300
5393,32011,119700
5394,15211,106300
5395,23661,88600
5396,49242,78000
5397,68136,235900
5398,13815,69900
5399,74003,51900
5400,34785,128200
5401,90013,674500
5402,15116,154400
5403,48025,305500
5404,48840,109500
5405,98663,233300
5406,92010,503800
5407,94920,1677700
5408,1106,235300
5409,33598,221200
5410,55436,331500
5411,91203,439200
5412,99016,190300
5413,6470,289900
5414,13209,110700
5415,93631,176800
5416,64132,38900
5417,12308,96600
5418,1907,283500
5419,2746,166500
5420,21205,72000
5421,22603,182300
5422,19508,139100
5423,80534,260500
5424,48362,137100
5425,28516,155000
5426,91902,361600
5427,76643,130400
5428,45243,213000
5429,77554,208900
5430,92866,602900
5431,94965,1021200
5432,94507,1200300
5433,95138,615000
5434,33957,635900
5435,97739,179900
5436,22508,190900
5437,60415,79500
5438,89445,135100
5439,81520,112800
5440,2532,259500
5441,32951,230900
5442,43545,92500
5443,20187,302400
5444,74104,127200
5445,3064,232700
5446,46303,106500
5447,60429,48900
5448,15613,77500
5449,6357,214000
5450,68131,105700
5451,29560,76600
5452,63069,110000
5453,19003,215600
5454,64701,107700
5455,30011,130500
5456,27525,84600
5457,1748,337900
5458,28460,155300
5459,15243,164300
5460,33981,135200
5461,12771,108200
5462,66207,161900
5463,46403,51500
5464,45249,150500
5465,31220,120600
5466,97218,373200
5467,29860,121700
5468,61866,59100
5469,1118,150200
5470,33167,157600
5471,1520,235400
5472,23838,175400
5473,85658,264800
5474,11780,350200
5475,12839,105200
5476,94505,488900
5477,62034,128300
5478,81003,82800
5479,21210,162000
5480,20012,487900
5481,19806,213900
5482,20186,239000
5483,94556,704100
5484,32653,113600
5485,6416,140700
5486,28016,64100
5487,22026,206700
5488,1532,296700
5489,29061,81700
5490,45233,109200
5491,6413,197000
5492,95954,176100
5493,60463,178200
5494,93268,75300
5495,34432,121600
5496,97386,132400
5497,15057,116100
5498,23663,86500
5499,91436,879600
5500,94709,892400
5501,30103,83600
5502,93923,952900
5503,99344,124200
5504,87104,162100
5505,95010,586500
5506,68108,73500
5507,19518,156600
5508,95066,605000
5509,96749,232600
5510,22553,200200
5511,44875,68700
5512,11963,917700
5513,16503,55700
5514,23509,118200
5515,36567,104200
5516,33843,72500
5517,34972,88700
5518,48017,146100
5519,55130,143100
5520,32615,124100
5521,20194,330100
5522,13215,119700
5523,14901,48400
5524,75244,242700
5525,33896,115800
5526,6117,248500
5527,73122,81800
5528,44119,56800
5529,43125,102000
5530,62294,111300
5531,99218,168500
5532,1095,212400
5533,34715,194200
5534,6461,261300
5535,15061,95300
5536,97141,212600
5537,23093,140600
5538,29369,100000
5539,2632,291000
5540,48855,155700
5541,75057,188800
5542,97138,252900
5543,93263,107100
5544,44718,147100
5545,60433,84400
5546,48381,194400
5547,63080,75900
5548,14301,52600
5549,98321,255800
5550,63025,168300
5551,43608,35400
5552,53717,185800
5553,1864,390100
5554,96743,638700
5555,32669,131800
5556,48189,174800
5557,43205,71100
5558,47601,82200
5559,55107,166200
5560,98660,252700
5561,1835,223100
5562,47620,78600
5563,60191,161800
5564,76207,330300
5565,19522,147100
5566,66112,94500
5567,67220,140900
5568,92845,447400
5569,6812,255600
5570,44141,173100
5571,45213,125200
5572,14843,54400
5573,29601,133700
5574,1850,156800
5575,14619,64500
5576,36541,82700
5577,1331,136800
5578,15209,106800
5579,15215,126200
5580,34669,82000
5581,2771,260900
5582,28465,166300
5583,34479,73100
5584,46582,123800
5585,48001,102700
5586,55398,199500
5587,35217,44300
5588,66606,61500
5589,30107,128700
5590,1730,555200
5591,3106,175700
5592,19096,146200
5593,33413,183500
5594,2382,276600
5595,60526,225200
5596,48301,311300
5597,17517,165500
5598,29920,226800
5599,37406,62500
5600,55442,146200
5601,32968,125200
5602,22044,194300
5603,24202,96100
5604,81416,126200
5605,2090,506400
5606,38572,118000
5607,46107,80200
5608,23150,106400
5609,35180,70900
5610,33403,177700
5611,33498,229600
5612,6084,189900
5613,95451,245800
5614,74110,50700
5615,33947,145900
5616,30461,110300
5617,1527,227900
5618,72207,166400
5619,29033,79500
5620,10965,370600
5621,40175,91100
5622,33859,122300
5623,28748,191200
5624,28467,113000
5625,19036,85300
5626,45402,42200
5627,6795,169000
5628,99114,145900
5629,2673,241800
5630,81620,432900
5631,95252,239300
5632,40208,239300
5633,83406,133700
5634,11953,200300
5635,28021,62300
5636,46113,118200
5637,13066,154700
5638,6096,155900
5639,15066,75100
5640,46373,174300
5641,2903,289400
5642,12538,164400
5643,93442,536600
5644,18964,276900
5645,14622,94200
5646,37218,140100
5647,60458,143900
5648,45506,53000
5649,14613,62600
5650,99901,172400
5651,98070,569600
5652,2540,404000
5653,27358,122600
5654,64082,250900
5655,6706,79200
5656,77447,112800
5657,93301,122100
5658,8070,85900
5659,2420,564700
5660,2767,279800
5661,33955,201400
5662,93247,125600
5663,14608,72100
5664,60555,168800
5665,2045,330400
5666,97408,283100
5667,29626,78400
5668,8251,131600
5669,48118,193400
5670,72714,105700
5671,7762,414200
5672,3087,289600
5673,94805,451000
5674,6418,143200
5675,85266,482800
5676,8244,153300
5677,45415,71100
5678,33035,102700
5679,19473,217400
5680,93221,132500
5681,38668,89000
5682,47805,69600
5683,98065,374100
5684,24121,264000
5685,47807,37700
5686,43558,113600
5687,95673,256000
5688,97056,236600
5689,31523,94500
5690,32254,46400
5691,47670,70300
5692,33527,138600
5693,60192,234200
5694,32569,121000
5695,97024,271700
5696,95030,1690300
5697,81008,140700
5698,46064,93200
5699,98390,255700
5700,22181,363200
5701,19525,190700
5702,62236,121200
5703,6477,299000
5704,37404,67700
5705,93433,423500
5706,48836,159900
5707,1746,354000
5708,2631,311000
5709,12528,174100
5710,60471,69200
5711,45885,83400
5712,30337,142600
5713,49230,152200
5714,94707,1048700
5715,33966,168700
5716,39540,82700
5717,81506,172500
5718,44721,137000
5719,63134,54000
5720,94904,760700
5721,36617,41500
5722,44117,68700
5723,34731,94800
5724,34452,91900
5725,53534,133400
5726,68512,172100
5727,10941,186500
5728,15065,78700
5729,15003,78000
5730,35212,45100
5731,45067,99500
5732,55444,212300
5733,67209,134900
5734,2645,313400
5735,34448,112800
5736,46310,121300
5737,90670,426000
5738,2120,540400
5739,44260,113300
5740,73108,42800
5741,13207,63900
5742,27023,109500
5743,74604,86100
5744,12210,186800
5745,60457,104000
5746,97205,485100
5747,2452,536600
5748,30110,81800
5749,44811,74800
5750,91502,490600
5751,27249,97600
5752,64060,209800
5753,33875,115100
5754,6475,324400
5755,3878,178300
5756,41048,125700
5757,20132,383500
5758,67060,113400
5759,98528,272300
5760,12095,90600
5761,1105,91900
5762,1778,563200
5763,14810,68300
5764,18036,211000
5765,48173,90300
5766,15207,59700
5767,16428,130200
5768,33776,201000
5769,29907,180300
5770,33873,50600
5771,95650,420500
5772,17362,147500
5773,32136,221100
5774,3045,171900
5775,6110,170600
5776,63143,143900
5777,81650,175300
5778,19934,125100
5779,6076,148800
5780,97448,204600
5781,43567,100800
5782,55792,88900
5783,27524,107400
5784,45694,75800
5785,29334,73600
5786,91377,422300
5787,30517,157900
5788,32754,90600
5789,45002,109400
5790,33534,99900
5791,85007,254900
5792,93203,114200
5793,46567,160700
5794,94502,747800
5795,97027,268500
5796,29697,78600
5797,28650,84300
5798,98360,242800
5799,2748,297600
5800,53715,248400
5801,55387,182300
5802,90623,390900
5803,49348,149100
5804,61705,150300
5805,89815,212100
5806,44614,124800
5807,50111,143800
5808,60503,159400
5809,95946,314100
5810,44054,89300
5811,19390,236500
5812,98579,217000
5813,91345,452900
5814,55374,211800
5815,2332,421000
5816,32641,64100
5817,97221,496600
5818,50323,186800
5819,2481,803900
5820,18960,221900
5821,41094,117200
5822,92314,178500
5823,6424,160200
5824,1569,231200
5825,32579,118200
5826,29669,114800
5827,2339,405200
5828,45309,94700
5829,46320,44600
5830,19129,213800
5831,92007,744700
5832,55805,110000
5833,64080,120700
5834,3766,141200
5835,46561,95900
5836,1119,133300
5837,6238,146300
5838,44905,53300
5839,6903,538900
5840,2364,294100
5841,18055,161000
5842,43604,43200
5843,27608,298300
5844,43064,167500
5845,94065,1019300
5846,2458,584800
5847,62206,39700
5848,85387,293700
5849,55409,235100
5850,55101,238900
5851,99006,188200
5852,2333,280300
5853,14092,140200
5854,45439,63600
5855,22657,162900
5856,17350,147200
5857,80863,207900
5858,15063,85500
5859,32333,75300
5860,8030,87500
5861,47371,60800
5862,73106,70600
5863,60020,125600
5864,94517,504200
5865,11951,133700
5866,28134,142300
5867,48462,158400
5868,68008,137600
5869,55103,151900
5870,44509,34300
5871,71119,118200
5872,17103,88400
5873,15022,65700
5874,93449,679000
5875,17557,178300
5876,45807,82400
5877,93614,216300
5878,1940,452000
5879,64113,277500
5880,28206,71100
5881,13827,75200
5882,19943,144800
5883,15137,63400
5884,19425,228600
5885,81201,293400
5886,55077,225300
5887,40243,258400
5888,34288,189600
5889,46036,46000
5890,33146,445600
5891,64601,56900
5892,2571,216000
5893,35453,67400
5894,45714,92900
5895,63103,161500
5896,66071,107500
5897,80107,403800
5898,94552,755900
5899,73089,83500
5900,94542,525100
5901,11778,228300
5902,60482,72700
5903,19078,154500
5904,45015,82500
5905,60033,96900
5906,6098,137400
5907,19530,150200
5908,47586,73400
5909,19030,222200
5910,20124,301800
5911,31415,46100
5912,43074,131100
5913,80216,234800
5914,32784,120500
5915,2885,237900
5916,11767,359800
5917,12188,187600
5918,7444,260000
5919,45434,103900
5920,63077,82400
5921,15963,69900
5922,46814,177100
5923,1562,193400
5924,28721,151800
5925,81625,118000
5926,61254,119500
5927,32220,89800
5928,3076,280800
5929,62095,59000
5930,12589,145900
5931,23702,99400
5932,6901,365900
5933,19055,195200
5934,10924,199700
5935,91914,374600
5936,14411,73200
5937,3275,178500
5938,18840,110400
5939,78612,157100
5940,93108,2128000
5941,46534,73400
5942,73116,113200
5943,34453,79100
5944,44056,158200
5945,93210,108200
5946,91024,747100
5947,94571,327600
5948,68508,99100
5949,6371,311000
5950,64089,157500
5951,80513,288700
5952,2917,232500
5953,35204,39700
5954,3874,248700
5955,23117,160000
5956,59044,145800
5957,32501,92100
5958,43440,165800
5959,34217,434700
5960,23662,188800
5961,77563,212300
5962,98930,139000
5963,71047,92200
5964,98550,80200
5965,45106,85600
5966,46394,88100
5967,97113,254000
5968,60152,131400
5969,28469,185400
5970,16511,82000
5971,1030,186500
5972,32148,66100
5973,75065,134300
5974,47460,84500
5975,18014,170400
5976,15071,125700
5977,93505,88300
5978,18353,126400
5979,93644,189200
5980,63144,157000
5981,38558,110900
5982,1062,229100
5983,17222,143100
5984,33478,313600
5985,94708,1022700
5986,74873,68800
5987,95425,484700
5988,18080,149400
5989,10980,255200
5990,95073,704700
5991,93908,705100
5992,7734,140900
5993,48383,128000
5994,17241,139300
5995,33853,69300
5996,66611,53500
5997,8010,107200
5998,77003,221100
5999,22307,237700
6000,63117,175100
6001,40242,272500
6002,13148,83800
6003,15129,124700
6004,38618,82500
6005,68138,138400
6006,34475,36200
6007,47006,114600
6008,29161,80300
6009,75233,112800
6010,36613,55000
6011,7843,146700
6012,61523,82400
6013,14625,144200
6014,93212,108000
6015,98823,97900
6016,1507,223100
6017,50314,67400
6018,19526,132500
6019,34461,140500
6020,44471,45700
6021,29365,90300
6022,16354,81100
6023,1082,172400
6024,63124,331900
6025,47978,94800
6026,35223,294200
6027,98250,457100
6028,99019,222600
6029,2053,316800
6030,6478,313100
6031,2356,350300
6032,68028,245200
6033,32219,83300
6034,97361,193100
6035,2563,305500
6036,12586,164600
6037,95006,523700
6038,8051,128200
6039,46163,127600
6040,60523,307500
6041,50309,113000
6042,77484,141000
6043,27214,93200
6044,17113,96900
6045,65809,187400
6046,27040,121000
6047,98848,254200
6048,45806,94200
6049,24477,148400
6050,61607,82700
6051,27244,92000
6052,92582,218600
6053,85622,206300
6054,34429,122800
6055,28428,214000
6056,53563,151900
6057,97023,298100
6058,44090,107900
6059,22960,140300
6060,12211,207200
6061,47804,47500
6062,60545,118300
6063,46204,323200
6064,60176,100500
6065,19540,140300
6066,33330,230500
6067,28470,127200
6068,45404,44200
6069,44444,68900
6070,78578,111100
6071,89029,95200
6072,62010,83000
6073,2113,645500
6074,34428,116300
6075,33982,148300
6076,16407,82100
6077,28778,173300
6078,76164,73500
6079,35064,46100
6080,63044,110600
6081,6239,147100
6082,32776,147300
6083,98948,115100
6084,44044,119400
6085,67235,181000
6086,1754,281300
6087,30620,124100
6088,64075,101000
6089,81006,139100
6090,1879,248400
6091,24016,60600
6092,56071,192900
6093,14870,88700
6094,49333,168700
6095,60712,245000
6096,46617,73500
6097,84087,212700
6098,1463,234800
6099,18071,116200
6100,15037,96000
6101,98077,645400
6102,90701,407000
6103,55807,103600
6104,93109,1092200
6105,92252,133000
6106,98019,439500
6107,15656,74000
6108,30531,79900
6109,95811,352100
6110,60554,171100
6111,92313,293700
6112,98346,386300
6113,27052,90300
6114,30268,90400
6115,33976,90800
6116,94305,1381000
6117,44890,74500
6118,89703,245900
6119,2465,619200
6120,73045,99500
6121,15084,74100
6122,19004,286800
6123,46405,56900
6124,10803,565700
6125,19086,118400
6126,35228,45000
6127,80621,218700
6128,91108,1742200
6129,23664,138700
6130,2921,271300
6131,6268,173800
6132,43103,125600
6133,97862,134300
6134,93465,555000
6135,2330,269500
6136,14605,59500
6137,32561,212200
6138,16412,118100
6139,36604,97600
6140,55806,95100
6141,33972,98000
6142,68112,75400
6143,19444,262400
6144,8402,355600
6145,48040,88900
6146,97479,138900
6147,44481,83400
6148,45152,139900
6149,46184,94700
6150,14103,64600
6151,46173,70800
6152,92657,842700
6153,3077,223600
6154,17340,164700
6155,6120,85600
6156,49107,118900
6157,64137,90900
6158,2568,549800
6159,81403,296600
6160,2813,283400
6161,47119,145600
6162,94574,882700
6163,27298,114400
6164,1462,230800
6165,89508,288800
6166,28445,238500
6167,81505,154200
6168,2769,308600
6169,80603,251600
6170,98951,116700
6171,68522,142500
6172,67410,82700
6173,68850,77000
6174,90755,395200
6175,48138,110900
6176,36544,73300
6177,2052,445500
6178,19312,412000
6179,97089,417600
6180,12572,302900
6181,94158,1347200
6182,46001,51800
6183,28612,75900
6184,32908,114600
6185,32643,105900
6186,14586,119200
6187,46259,143900
6188,6798,188900
6189,30326,414400
6190,98424,240600
6191,17313,122000
6192,46550,113800
6193,49038,108500
6194,45833,73800
6195,1540,203100
6196,3031,270900
6197,13165,76800
6198,60305,175400
6199,68102,316500
6200,45305,144500
6201,2744,194100
6202,98354,236700
6203,34604,92800
6204,19475,207800
6205,97403,276000
6206,74426,70900
6207,17102,109400
6208,98611,153200
6209,47001,101300
6210,12202,80700
6211,13619,97100
6212,50327,157500
6213,97457,122300
6214,3857,171200
6215,24521,133300
6216,10570,424300
6217,60097,101200
6218,46040,97200
6219,48128,150700
6220,60171,120700
6221,60143,222600
6222,7438,208300
6223,34240,317700
6224,78957,140900
6225,29654,76400
6226,2347,270700
6227,95948,156700
6228,31411,344100
6229,45068,146900
6230,28730,234900
6231,44657,81700
6232,33592,101200
6233,55121,184900
6234,83644,153400
6235,2343,269000
6236,45122,116600
6237,27601,332000
6238,43410,91800
6239,7442,242200
6240,19072,222200
6241,39525,107000
6242,13041,83000
6243,19102,679400
6244,47842,52500
6245,95726,247500
6246,45875,129100
6247,19952,136400
6248,1571,203700
6249,98403,309900
6250,48360,100900
6251,33954,139300
6252,32814,319000
6253,47348,45800
6254,46761,98800
6255,99324,178900
6256,78639,161600
6257,98541,144500
6258,12209,136500
6259,97503,168500
6260,20166,245400
6261,19734,249600
6262,19609,128700
6263,7035,228300
6264,44074,117100
6265,15005,97800
6266,28731,177200
6267,99518,136100
6268,44707,56100
6269,93543,204300
6270,68122,151700
6271,23075,92600
6272,24211,133600
6273,40118,120500
6274,62024,58500
6275,17566,184300
6276,34688,85900
6277,97530,315500
6278,34229,246600
6279,34607,181900
6280,19317,281000
6281,47446,51000
6282,14467,123600
6283,29356,112100
6284,36587,77800
6285,64106,166900
6286,97426,226800
6287,46540,137100
6288,7921,325500
6289,2482,706300
6290,6019,200200
6291,97540,215600
6292,12569,181800
6293,46809,63600
6294,43021,222100
6295,93241,80500
6296,2093,300000
6297,6078,193700
6298,10918,151300
6299,44714,67200
6300,80230,394000
6301,19344,223800
6302,6382,152700
6303,14437,80400
6304,68133,245500
6305,91207,846600
6306,12566,133500
6307,78721,224500
6308,90056,736100
6309,47441,64200
6310,66206,315400
6311,3109,181100
6312,27958,183300
6313,17319,115300
6314,79102,76700
6315,6260,155300
6316,96019,135500
